REG_ALUNO,SIGLA_CURS,STATUS,D_ADIMISSA,D_FINAL,D_TRANCA,D_PRELIMI,D_RETORNO,D_PROPOSTA,D_INTEGRADO,D_QUALIFICAÇÃO,D_SEMINÁRIO,D_SITUÇÃO,TOTCREDI,CONCGLOB,NOTAGLOB,COD_BANCA,NIVEL,TITUTESE,APROVADO,O_ACADEM,O_PESQ1,O_PESQ2,O_PESQ3,O_PESQ4,Observação
1.2195920120000000e+09,"GESAST","Concluído","03/01/12 00:00:00","05/20/14 00:00:00",,,,"10/04/13 00:00:00",,,,"05/20/14 00:00:00",3.6000000000000000e+01,"A-",3.55516672e+00,,"Mestrado","""CÁLCULO DO TENSOR MAGNETOTELÚRICO RESISTENTE A VALORES ANÔMALOS E PONTOS DE INFLUÊNCIA""","Sim",6.7474000000000000e+04,6.6966000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
6.0054200800000000e+08,"ETECSE","Desistiu","03/03/08 00:00:00",,,"02/26/13 00:00:00",,,,"09/03/10 00:00:00",,"02/28/14 00:00:00",4.8000000000000000e+01,"A ",3.85100007e+00,,"Doutorado",,"Sim",3.5265000000000000e+04,2.3612000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.2190820120000000e+09,"ETECMS","Concluído","03/01/12 00:00:00","02/25/14 00:00:00",,,,"08/15/13 00:00:00",,,,"02/25/14 00:00:00",4.1000000000000000e+01,"A-",3.78720689e+00,,"Mestrado","""ESTUDO DA FORMAÇÃO DE INTERFACE PARA OBTENÇÃO DE FILMES DE DLC ALTAMENTE ADERENTES SOBRE AÇO""","Sim",1.5768000000000000e+04,4.5845789000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.2185120120000000e+09,"ETECMS","Concluído","03/01/12 00:00:00","05/22/14 00:00:00",,,,"09/27/13 00:00:00",,,,"05/22/14 00:00:00",3.7000000000000000e+01,"A-",3.75300002e+00,,"Mestrado",,"Sim",1.5768000000000000e+04,4.5623800000000000e+05,5.6369878000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,
1.2176220120000000e+09,"CAP","Concluído","03/01/12 00:00:00","02/24/14 00:00:00",,,,"03/25/13 00:00:00",,,,"02/24/14 00:00:00",3.9000000000000000e+01,"B+",3.33176923e+00,,"Mestrado","""HEURÍSTICA PARA ALOCAÇÃO DE ESPECTRO EM REDES ÓPTICAS ELÁSTICAS BASEADA EM MEDIDAS DE FRAGMENTAÇÃO""","Sim",7.4772000000000000e+04,7.9499000000000000e+04,6.4386000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,
1.2186620120000000e+09,"ETECMS","Concluído","03/01/12 00:00:00","02/24/14 00:00:00",,,,"08/13/13 00:00:00",,,,"02/24/14 00:00:00",3.6000000000000000e+01,"A-",3.76766658e+00,,"Mestrado","""PRODUÇÃO DE SILÍCIO POROSO POR PROCESSO ELETROQUÍMICO E ESTUDOS DA EVOLUÇÃO MORFOLÓGICA E DO TAMANHO DOS CRISTALITOS""","Sim",1.5768000000000000e+04,5.2564500000000000e+05,4.5623800000000000e+05,0.0000000000000000e+00,0.0000000000000000e+00,
1.2191620120000000e+09,"ETECMS","Concluído","03/01/12 00:00:00","02/26/14 00:00:00",,,,"08/13/13 00:00:00",,,,"02/26/14 00:00:00",3.7000000000000000e+01,"A ",4.07299995e+00,,"Mestrado","""FILMES DE DIAMANTE ULTRANANOCRISTALINOS DOPADOS COM BORO CRESCIDOS SOBRE SILÍCIO POROSO""","Sim",1.5768000000000000e+04,1.5680000000000000e+03,4.5623800000000000e+05,0.0000000000000000e+00,0.0000000000000000e+00,
1.2192420120000000e+09,"ETECMS","Concluído","03/01/12 00:00:00","02/26/14 00:00:00",,,,"11/04/13 00:00:00",,,,"02/26/14 00:00:00",3.7000000000000000e+01,"A ",3.86500001e+00,,"Mestrado","""DEPOSIÇÃO DE DIAMANTE CVD SOBRE AÇO 304 COM INTERFACE DE SiC OBTIDA POR LASER CLADDING""","Sim",1.5768000000000000e+04,7.8932450000000000e+06,5.2525252000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,
1.1402220100000000e+09,"SER","Concluído","03/01/10 00:00:00","04/15/14 00:00:00",,,,"12/15/11 00:00:00",,"08/19/11 00:00:00",,"04/15/14 00:00:00",8.8000000000000000e+01,"A-",3.46766663e+00,,"Doutorado","""UMA METODOLOGIA ADAPTATIVA BASEADA EM OBJETOS PARA DETECÇÃO SEMI-AUTOMÁTICA DE DESMATAMENTO NA AMAZÔNIA POR IMAGENS DE SENSORIAMENTO REMOTO""","Sim",2.0969806672000000e+10,8.0705000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.1699820110000000e+09,"AST","Concluído","03/01/11 00:00:00","04/15/14 00:00:00",,,,"05/31/12 00:00:00",,,,"04/15/14 00:00:00",3.7000000000000000e+01,"B+",3.20554543e+00,,"Mestrado","""ESTUDO DA INTERAÇÃO ENTRE O DISCO PROTOPLANETÁRIO E OS PLANETAS: SIMULAÇÕES NUMÉRICAS""","Sim",6.0364000000000000e+04,1.0209635819000000e+10,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.1635120110000000e+09,"CAP","Concluído","03/01/11 00:00:00","04/15/14 00:00:00",,,,"03/22/12 00:00:00",,,,"04/15/14 00:00:00",3.6000000000000000e+01,"A ",4.00099993e+00,,"Mestrado","""PREVISIBILIDADE EM SISTEMAS CAÓTICOS UTILIZANDO SISTEMAS NEURO-DIFUSOS""","Sim",8.4751000000000000e+04,7.4772000000000000e+04,4.8437000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,
1.0696820080000000e+09,"ETECMS","Concluído","09/01/08 00:00:00","02/25/14 00:00:00",,,,"09/01/11 00:00:00",,"12/20/10 00:00:00",,"02/25/14 00:00:00",8.4000000000000000e+01,"A ",3.95099998e+00,,"Doutorado","""ESTUDO DA ESTABILIZAÇÃO DE FASES CRISTALINAS DE CERÂMICAS DO SISTEMA NIÓBIA-ÍTRIA-ZIRCONIA""","Sim",3.5265000000000000e+04,2.5360000000000000e+03,3.5265000000000000e+04,4.5236740000000000e+06,0.0000000000000000e+00,
1.1553320100000000e+09,"ETECMC","Concluído","09/01/10 00:00:00","03/10/14 00:00:00",,"12/05/13 00:00:00",,"11/23/12 00:00:00",,"05/24/12 00:00:00",,"03/10/14 00:00:00",8.4000000000000000e+01,"A ",4.06766653e+00,,"Doutorado","""SATÉLITES DE SATURNO E URANO: ESTABILIDADE, CAPTURA E POSSÍVEL EVOLUÇÃO ORBITAL - DO LHB AOS DIAS DE HOJE""","Sim",1.5768000000000000e+04,2.1180000000000000e+04,2.0974140872000000e+10,0.0000000000000000e+00,0.0000000000000000e+00,
1.2133920120000000e+09,"SER","Concluído","03/01/12 00:00:00","03/10/14 00:00:00",,,,"02/20/13 00:00:00",,,,"03/10/14 00:00:00",4.0000000000000000e+01,"B+",3.35457134e+00,,"Mestrado","""RE-PARAMETERIZATION OF A QUASI ANALYTICAL ALGORITHM AND PHYCOCYANIN ESTIMATION FOR A TROPICAL RESERVOIR""","Sim",5.9870000000000000e+04,9.1545000000000000e+04,6.6000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,
1.2135520120000000e+09,"SER","Concluído","03/01/12 00:00:00","03/10/14 00:00:00",,,,"03/13/13 00:00:00",,,,"03/10/14 00:00:00",4.2000000000000000e+01,"A ",3.88988900e+00,,"Mestrado","""MAPEAMENTO E MODELAGEM DA ESTRUTURA DA VEGETAÇÃO NA VÁRZEA AMAZÔNICA UTILIZANDO DADOS POLARIMÉTRICOS DE BANDA C""","Sim",5.9870000000000000e+04,8.3267000000000000e+04,6.8900000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,
1.1518520110000000e+09,"ETECMC","Concluído","03/01/11 00:00:00","03/10/14 00:00:00",,,,"11/23/12 00:00:00",,,,"03/10/14 00:00:00",3.9000000000000000e+01,"A-",3.70470381e+00,,"Mestrado","""CALIBRAÇÃO E CONTROLE DE BOBINAS DE HELMHOLTZ PARA APLICAÇÃO ESPACIAL""","Sim",1.5768000000000000e+04,9.7756000000000000e+04,4.8745600000000000e+05,0.0000000000000000e+00,0.0000000000000000e+00,
1.1596720110000000e+09,"ETEPCP","Concluído","03/01/11 00:00:00","02/26/14 00:00:00",,,,"06/01/12 00:00:00",,,"12/18/12 00:00:00","02/26/14 00:00:00",3.6000000000000000e+01,"B+",3.36349988e+00,,"Mestrado","""EFFECT OF TRANSIENT GAS-PHASE ON FERROFLUID DROPLET VAPORIZATION: UNDER LARGE MAGNETIC POWER REGIME""","Sim",1.5768000000000000e+04,7.8271000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.2181920120000000e+09,"CAP","Concluído","03/01/12 00:00:00","02/24/14 00:00:00",,,,"03/06/13 00:00:00",,,,"02/24/14 00:00:00",3.6000000000000000e+01,"A-",3.74266672e+00,,"Mestrado","""MÉTODO DE ALTA ORDEM PARA AJUSTE DE PASSO DE TEMPO LOCAL PARA RESOLUÇÃO NUMÉRICA DE EQUAÇÕES DIFERENCIAIS EVOLUTIVAS COM USO DE ANÁLISE MULTIRRESOLUÇÃO ADAPTATIVA""","Sim",7.4772000000000000e+04,1.3256980000000000e+06,6.7504000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,
1.2832520130000000e+09,"ISO","Concluído","06/03/13 00:00:00",,,,,,,,,,1.1000000000000000e+01,"B+",3.30099988e+00,,"Isolado",,"Sim",1.5768000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.1133320090000000e+09,"CAP","Concluído","06/01/09 00:00:00","08/29/14 00:00:00",,,,"02/23/12 00:00:00",,"10/27/11 00:00:00",,"08/29/14 00:00:00",8.6000000000000000e+01,"A-",3.57407689e+00,,"Doutorado","""UM AMBIENTE VIRTUAL COLABORATIVO DE COMPUTAÇÃO CIENTÍFICA PARA ANÁLISE AVANÇADA DE SÉRIES TEMPORAIS""","Sim",8.4751000000000000e+04,4.4606728800000000e+09,2.3612000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,
1.1970920120000000e+09,"SER","Concluído","03/01/12 00:00:00","08/28/14 00:00:00",,,,"03/28/13 00:00:00",,,,"08/28/14 00:00:00",4.0000000000000000e+01,"A-",3.69742846e+00,,"Mestrado","""ANÁLISE DA EXPANSÃO URBANA COM UTILIZAÇÃO DO MODELO LINEAR DE MISTURA ESPECTRAL: ESTUDO DE CASO EM ALTAMIRA (PA) ENTRE 2000 E 2010""","Sim",5.9870000000000000e+04,2.4368000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.0600320080000000e+09,"CAP","Concluído","03/03/08 00:00:00","11/29/13 00:00:00",,,,"12/16/09 00:00:00",,"06/01/09 00:00:00",,"11/29/13 00:00:00",8.4000000000000000e+01,"A-",3.48016667e+00,,"Doutorado","""UM SEGMENTADOR MULTINIVEL PARA IMAGENS SAR POLARIMÉTRICAS BASEADO NA DISTRIBUIÇÃO WISHART""","Sim",8.4751000000000000e+04,8.7505000000000000e+04,3.2568960000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,
1.3048620160000000e+09,"ETECMS","Ativo","06/06/16 00:00:00",,,,,,,,,,,,0.00000000e+00,,"Doutorado",,,2.5698000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.2694220160000000e+09,"ETECMC","Ativo","06/06/16 00:00:00",,,,,,,,,,,,0.00000000e+00,,"Doutorado",,,2.5698000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.2838420130000000e+09,"ISO","Concluído","06/03/13 00:00:00",,,,,,,,,,3.0000000000000000e+00,"A-",3.70099998e+00,,"Isolado",,"Sim",1.0227000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.1472320110000000e+09,"CAP","Concluído","03/01/11 00:00:00","11/28/14 00:00:00",,,,"04/13/12 00:00:00",,,,"11/28/14 00:00:00",3.6000000000000000e+01,"A ",4.00099993e+00,,"Mestrado","""PARALELIZAÇÃO DO TERMO DE REATIVIDADE QUÍMICA DO MODELO AMBIENTAL CCATT-BRAMS UTILIZANDO UM SOLVER BASEADO EM ESTIMAÇÃO LINEAR ÓTIMA""","Sim",8.4751000000000000e+04,6.9566000000000000e+04,2.8067900000000000e+05,0.0000000000000000e+00,0.0000000000000000e+00,
1.3200420140000000e+09,"ISO","Concluído","06/09/14 00:00:00",,,,,,,,,,,,0.00000000e+00,,"Isolado",,,1.5768000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.1656420110000000e+09,"MET","Concluído","03/01/11 00:00:00","04/08/14 00:00:00",,,,"05/31/12 00:00:00",,,,"04/08/14 00:00:00",3.6000000000000000e+01,"B+",3.40933323e+00,,"Mestrado","""ANÁLISE DE COMPLEXOS CONVECTIVOS OCORRIDOS NA REGIÃO SUL DA AMÉRICA DO SUL DURANTE O PERÍODO DE 2005 A 2010""","Sim",1.5761302829000000e+10,9.8221000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.3196220140000000e+09,"ISO","Concluído","06/09/14 00:00:00",,,,,,,,,,,,0.00000000e+00,,"Isolado",,,1.5768000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.2113420120000000e+09,"CST","Desligado","03/01/12 00:00:00","03/10/14 00:00:00",,,,,,"07/29/13 00:00:00",,"03/10/14 00:00:00",6.2000000000000000e+01,"A-",3.54836845e+00,,"Doutorado",,"Sim",1.2569300000000000e+05,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,"Regimento 2013. Desligado por ter sido reprovado na 2ª oportunidade do Exame de Proposta de Tese."
1.1631920110000000e+09,"CAP","Concluído","03/01/11 00:00:00","04/10/14 00:00:00",,,,"03/29/12 00:00:00",,,,"04/10/14 00:00:00",3.6000000000000000e+01,"A ",3.92599988e+00,,"Mestrado","""META-HEURÍSTICAS HÍBRIDAS PARA O PROBLEMA PROBABILÍSTICO DE LOCALIZAÇÃO DE MÁXIMA COBERTURA""","Sim",8.4751000000000000e+04,9.3106000000000000e+04,2.3658930000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,
9.3564200900000000e+08,"AST","Concluído","09/03/09 00:00:00","12/09/13 00:00:00",,,,"08/31/11 00:00:00",,"11/08/10 00:00:00",,"12/09/13 00:00:00",7.0000000000000000e+01,"A-",3.82957149e+00,,"Doutorado","""CARACTERIZAÇÃO DOS DETECTORES DE RAIOS X E DO SISTEMA IMAGEADOR DO EXPERIMENTO MIRAX""","Sim",6.0364000000000000e+04,7.6511000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.0645320120000000e+09,"CAP","Concluído","03/01/12 00:00:00","10/02/14 00:00:00",,,,"03/25/13 00:00:00",,,,"10/02/14 00:00:00",3.8000000000000000e+01,"A-",3.66100001e+00,,"Mestrado","""DRAINAGE NETWORKS AND WATERSHEDS DELINEATION DERIVED FROM TIN-BASED DIGITAL ELEVATION MODELS""","Sim",7.4772000000000000e+04,8.7505000000000000e+04,4.6477000000000000e+04,9.5214000000000000e+04,0.0000000000000000e+00,
4.4741200800000000e+08,"ETECMC","Concluído","03/03/08 00:00:00","02/28/14 00:00:00",,"08/27/13 00:00:00",,"12/16/09 00:00:00",,"06/04/09 00:00:00",,"02/28/14 00:00:00",8.6000000000000000e+01,"A-",3.76638460e+00,,"Doutorado","""ESTUDO DA FUSÃO DOS MÉTODOS LQG/LTR E SDRE PARA O CONTROLE DE UMA CLASSE DE SISTEMAS NÃO LINEARES""","Sim",3.5265000000000000e+04,7.7798000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.1519320110000000e+09,"ETECMC","Concluído","03/01/11 00:00:00","05/28/14 00:00:00",,,,"11/22/12 00:00:00",,,,"05/28/14 00:00:00",3.9000000000000000e+01,"A-",3.50470376e+00,,"Mestrado","""CARACTERIZAÇÃO E CALIBRAÇÃO DE UNIDADE DE GIROS EM CONFIGURAÇÃO REDUNDANTE PARA TESTE DE DESEMPENHO EM DETERMINAÇÃO DE ATITUDE""","Sim",1.5768000000000000e+04,9.7705000000000000e+04,9.7756000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,
1.1484720110000000e+09,"CAP","Concluído","03/01/11 00:00:00","05/28/14 00:00:00",,,,"06/06/12 00:00:00",,,,"05/28/14 00:00:00",3.6000000000000000e+01,"A-",3.66350007e+00,,"Mestrado","""AVALIAÇÃO DE MÉTODOS DE SELEÇÃO DE AMOSTRAS PARA REDUÇÃO DO TEMPO DE TREINAMENTO DO CLASSIFICADOR SVM""","Sim",8.4751000000000000e+04,9.1812000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.1154620100000000e+09,"SER","Concluído","03/01/10 00:00:00","08/29/14 00:00:00",,,,"12/09/11 00:00:00",,"08/29/11 00:00:00",,"08/29/14 00:00:00",9.3000000000000000e+01,"A-",3.49699998e+00,,"Doutorado","""INFLUÊNCIA DA PERMEABILIDADE DA MATRIZ E DA HETEROGENEIDADE DA PAISAGEM NA CONSERVAÇÃO DA BIODIVERSIDADE DE MAMÍFEROS TERRESTRES""","Sim",2.0969806672000000e+10,7.5000000000000000e+04,5.3698000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,
1.2145220120000000e+09,"SER","Concluído","03/01/12 00:00:00","04/29/14 00:00:00",,,,"03/20/13 00:00:00",,,,"04/29/14 00:00:00",3.7000000000000000e+01,"B+",3.19300008e+00,,"Mestrado","""MODELO DE CLASSIFICAÇÃO PARA O MAPEAMENTO DE COBERTURA E USO DA TERRA EM ÁREAS-TESTE DE SANTO ANDRÉ (SP) USANDO IMAGENS DO WORLDVIEW-2 E O APLICATIVO INTERIMAGE""","Sim",5.9870000000000000e+04,7.2362000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.2167320120000000e+09,"MET","Concluído","03/01/12 00:00:00","02/27/14 00:00:00",,,,"05/27/13 00:00:00",,,,"02/27/14 00:00:00",3.7000000000000000e+01,"B+",3.44099998e+00,,"Mestrado","""ESTUDO DE PRECURSORES DO ESTABELECIMENTO DA ESTAÇÃO CHUVOSA NO SUDESTE E CENTRO OESTE DO BRASIL""","Sim",1.5761302829000000e+10,3.6598790000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
9.3882200900000000e+08,"CAP","Concluído","03/02/09 00:00:00","04/03/14 00:00:00",,,,"12/17/10 00:00:00",,"06/04/10 00:00:00",,"04/03/14 00:00:00",9.3000000000000000e+01,"B+",3.42827272e+00,,"Doutorado","""HEURÍSTICAS HÍBRIDAS PARA O PROBLEMA DE ALOCAÇÃO DE BERÇOS PARA NAVIOS E PARA UM PROBLEMA DE AGRUPAMENTOS""","Sim",8.4751000000000000e+04,9.3106000000000000e+04,5.7401000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,
1.1351420100000000e+09,"CST","Concluído","03/01/10 00:00:00","09/25/14 00:00:00",,,,"12/14/11 00:00:00",,"05/31/11 00:00:00",,"09/25/14 00:00:00",9.2000000000000000e+01,"A-",3.51349998e+00,,"Doutorado","""MODELAGEM DA DINÂMICA DO MANGUEZAL FRENTE À ELEVAÇÃO DO NÍVEL DO MAR""","Sim",5.6316000000000000e+04,2.5698789600000000e+08,2.2211112220000000e+09,0.0000000000000000e+00,0.0000000000000000e+00,"Regimento 2013"
1.0758120110000000e+09,"ETEPCP","Concluído","03/01/11 00:00:00","09/19/14 00:00:00",,,,"05/09/13 00:00:00",,"09/05/12 00:00:00",,"09/19/14 00:00:00",8.4000000000000000e+01,"A-",3.73600006e+00,,"Doutorado","""THEORETICAL ANALYSIS OF A DIFFUSION FLAME ESTABLISHED IN AN INERT POROUS MEDIUM""","Sim",1.5768000000000000e+04,5.6143478600000000e+09,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.2146020120000000e+09,"SER","Concluído","03/01/12 00:00:00","07/07/14 00:00:00",,,,"03/25/13 00:00:00",,,,"07/07/14 00:00:00",3.8000000000000000e+01,"A-",3.59330773e+00,,"Mestrado","""DESAGREGAÇÃO DE DADOS DE SATÉLITE PARA ANÁLISE DE ILHAS DE CALOR DE SUPERFÍCIE""","Sim",5.9870000000000000e+04,5.8041000000000000e+04,4.6299000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,
1.1675020110000000e+09,"GESATM","Concluído","03/01/11 00:00:00","04/01/14 00:00:00",,,,"11/30/11 00:00:00",,,,"04/01/14 00:00:00",3.7000000000000000e+01,"B+",3.38100004e+00,,"Mestrado","""ESTUDO DE EMISSÕES DE ALTA ENERGIA PRODUZIDAS POR CAMPOS ELÉTRICOS DE RELÂMPAGOS E NUVENS DE TEMPESTADES""","Sim",2.8460000000000000e+04,2.8541000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
5.7304200900000000e+08,"ETECSE","Concluído","03/02/09 00:00:00","11/27/14 00:00:00",,"05/30/14 00:00:00",,"12/17/11 00:00:00",,"12/21/09 00:00:00",,"11/27/14 00:00:00",8.4000000000000000e+01,"A ",4.04266644e+00,,"Doutorado","""THE ROLE OF COMPUTATIONAL STEERING IN SPACE ENGINEERING ACTIVITIES ASSISTED BY MODELLING AND SIMULATION""","Sim",3.5265000000000000e+04,1.1256890000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.0571620100000000e+09,"GESATM","Concluído","03/01/10 00:00:00","12/16/13 00:00:00",,,,"09/02/11 00:00:00",,"12/03/10 00:00:00",,"12/16/13 00:00:00",8.0000000000000000e+01,"A ",3.90100002e+00,,"Doutorado","""ESTUDO GLOBAL DA MARÉ LUNAR NA MÉDIA ATMOSFERA ATRAVÉS DE MEDIDAS POR SATÉLITE""","Sim",2.8460000000000000e+04,8.0268000000000000e+04,8.0241000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,
1.3517820150000000e+09,"ISO","Desistiu","06/08/15 00:00:00",,,,,,,,,,,,0.00000000e+00,,"Isolado",,,7.5094000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.0539220100000000e+09,"MET","Concluído","03/01/10 00:00:00","08/04/14 00:00:00",,,,"12/08/11 00:00:00",,"05/31/11 00:00:00",,"08/04/14 00:00:00",7.7000000000000000e+01,"A ",3.90100002e+00,,"Doutorado","""O PAPEL DO CONTEÚDO DE CALOR OCEÂNICO NA MANUTENÇÃO DE ANOMALIAS DE TEMPERATURA DA SUPERFÍCIE DO MAR DO ATLÂNTICO SUL""","Sim",1.5761302829000000e+10,1.2568000000000000e+04,8.8885550000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,
1.1920220120000000e+09,"ETECSE","Concluído","03/01/12 00:00:00","11/27/14 00:00:00",,,,"06/24/13 00:00:00",,,,"11/27/14 00:00:00",3.7000000000000000e+01,"A+",4.13433313e+00,,"Mestrado","""ABORDAGEM DOS MODELOS TRL, MRL E CMMI-DEV APLICADA AO DESENVOLVIMENTO DE PEQUENOS E MÉDIOS FORNECEDORES DA CADEIA PRODUTIVA ESPACIAL""","Sim",1.5768000000000000e+04,2.4240000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.3142320140000000e+09,"ISO","Trancado","02/28/14 00:00:00",,,,,,,,,,,,0.00000000e+00,,"Isolado",,,9.4715878240000000e+09,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.2710820130000000e+09,"ISO","Desligado","03/01/13 00:00:00",,,,,,,,,,0.0000000000000000e+00,"D",1.00000005e-03,,"ISOLADO",,"Não",5.9870000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.2713220130000000e+09,"ISO","Desligado","03/01/13 00:00:00",,,,,,,,,,0.0000000000000000e+00,"D",1.00000005e-03,,"ISOLADO",,"Não",5.9870000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.0674720090000000e+09,"ETECSE","Concluído","03/02/09 00:00:00","11/26/14 00:00:00",,"08/21/14 00:00:00",,"12/21/11 00:00:00",,"06/02/11 00:00:00",,"11/26/14 00:00:00",8.4000000000000000e+01,"A-",3.61766672e+00,,"Doutorado","""PROPOSTA DE UM MODELO DE AVALIAÇÃO DA CAPACIDADE E MATURIDADE DE SISTEMAS DE GESTÃO INTEGRADA (STKM3) UTILIZANDO A ABORDAGEM DA GESTÃO DE STAKEHOLDERS""","Sim",3.5265000000000000e+04,2.4240000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.1694720110000000e+09,"SER","Concluído","03/01/11 00:00:00","09/27/13 00:00:00",,,,"03/23/12 00:00:00",,,,"09/27/13 00:00:00",3.8000000000000000e+01,"B+",3.27407694e+00,,"Mestrado","""DINÂMICA ESPACIAL DA CITRICULTURA NO ESTADO DE SÃO PAULO NO PERÍODO DE 2007 A 2012""","Sim",5.9870000000000000e+04,2.0969806672000000e+10,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.0203220090000000e+09,"SER","Concluído","03/02/09 00:00:00","09/26/13 00:00:00",,,,"05/25/11 00:00:00",,"12/06/10 00:00:00",,"09/26/13 00:00:00",9.2000000000000000e+01,"A ",4.04715395e+00,,"Doutorado","""MODELAGEM DINÂMICA ESPACIAL E VALORAÇÃO DAS ALTERAÇÕES DE COBERTURA E USO DA TERRA RELACIONADAS À EXPANSÃO CANAVIEIRA""","Sim",2.0969806672000000e+10,3.2220000000000000e+04,8.7211000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,
1.2949620140000000e+09,"ETECMC","Desistiu","02/28/14 00:00:00",,,,,,,,,,,,0.00000000e+00,,"Doutorado",,,1.5768000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
3.0007201300000000e+08,"ISO","Concluído","06/03/13 00:00:00",,,,,,,,,,4.0000000000000000e+00,"B+",3.30099988e+00,,"Isolado",,"Sim",9.4715878240000000e+09,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.2203320120000000e+09,"ETECSE","Concluído","03/01/12 00:00:00","02/24/14 00:00:00",,,,"08/09/13 00:00:00",,,,"02/24/14 00:00:00",3.6000000000000000e+01,"A ",3.93433332e+00,,"Mestrado","""PROPOSTA DE MÉTODO PARA AIT DE PICO E NANOSSATÉLITES""","Sim",1.5768000000000000e+04,2.4240000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.3049420140000000e+09,"ETECMS","Desistiu","02/28/14 00:00:00",,,,,,,,,,,,0.00000000e+00,,"Mestrado",,,1.5768000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.3043520140000000e+09,"ETECMS","Desistiu","02/28/14 00:00:00",,,,,,,,,,,,0.00000000e+00,,"Mestrado",,,1.5768000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
